"source","file","line","category_initial","category_final","reason"
"code-quality","src/app/modules/transactionsThreading/repository.ts","71","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/modules/transactionsThreading/repository.ts","94","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/modules/transactionsThreading/service.ts","64","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/modules/transactionsThreading/service.ts","92","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/modules/transactionsThreading/service.ts","102","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/modules/transactionsThreading/service.ts","120","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/modules/transactionsThreading/service.ts","133","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/modules/transactionsThreading/service.ts","139","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/modules/transactionsThreading/service.ts","148","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/modules/transactionsThreading/service.ts","175","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/modules/transactionsThreading/store.ts","154","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/runtime/capacitorWebShims/pluginStub.ts","13","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/runtime/hamiSettingsLoader.ts","39","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/utils/bffAuthClient.ts","115","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/boot/mountApplication.ts","245","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/hq/mountHqApplication.ts","59","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/hq/stubs/hqOmitAppWipe.ts","10","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
